"Well","ROX","FAM","VIC","Marker_name"
"M07","1326.0","3173.0","4538.0","M1 (2).txt"
"N07","1413.0","3572.0","4621.0","M1 (2).txt"
"O07","1021.0","374.0","236.0","M1 (2).txt"
"P07","1156.0","405.0","258.0","M1 (2).txt"
"A08","1852.0","12312.0","2232.0","M1 (2).txt"
"B08","1392.0","9665.0","1751.0","M1 (2).txt"
"C08","1528.0","3239.0","5838.0","M1 (2).txt"
"D08","1336.0","2519.0","5157.0","M1 (2).txt"
"E08","1160.0","2525.0","1655.0","M1 (2).txt"
"F08","1201.0","1463.0","465.0","M1 (2).txt"
"G08","1306.0","4336.0","4377.0","M1 (2).txt"
"H08","1338.0","4120.0","4638.0","M1 (2).txt"
"I08","1169.0","398.0","383.0","M1 (2).txt"
"J08","1087.0","389.0","356.0","M1 (2).txt"
"K08","1215.0","8167.0","1321.0","M1 (2).txt"
"L08","1311.0","8437.0","1313.0","M1 (2).txt"
"M08","1343.0","3393.0","4551.0","M1 (2).txt"
"N08","1164.0","405.0","346.0","M1 (2).txt"
"O08","957.0","371.0","220.0","M1 (2).txt"
"P08","1423.0","462.0","419.0","M1 (2).txt"
"A09","1726.0","11257.0","2040.0","M1 (2).txt"
"B09","1319.0","9218.0","1760.0","M1 (2).txt"
"C09","1407.0","2840.0","5271.0","M1 (2).txt"
"D09","1342.0","2438.0","5196.0","M1 (2).txt"
"E09","1103.0","399.0","336.0","M1 (2).txt"
"F09","1154.0","1609.0","725.0","M1 (2).txt"
"G09","1291.0","4686.0","4486.0","M1 (2).txt"
"H09","1347.0","3635.0","4559.0","M1 (2).txt"
"I09","1186.0","877.0","651.0","M1 (2).txt"
"J09","1139.0","408.0","371.0","M1 (2).txt"
"K09","1309.0","8466.0","1356.0","M1 (2).txt"
"L09","1391.0","9574.0","1577.0","M1 (2).txt"
"M09","1245.0","2910.0","1167.0","M1 (2).txt"
"N09","1272.0","2783.0","603.0","M1 (2).txt"
"O09","1294.0","446.0","395.0","M1 (2).txt"
"P09","1442.0","478.0","455.0","M1 (2).txt"
"A10","1674.0","10843.0","2016.0","M1 (2).txt"
"B10","1260.0","8605.0","1593.0","M1 (2).txt"
"C10","1263.0","2380.0","4773.0","M1 (2).txt"
"D10","1214.0","2339.0","4599.0","M1 (2).txt"
"E10","997.0","356.0","332.0","M1 (2).txt"
"F10","1122.0","413.0","338.0","M1 (2).txt"
"G10","1348.0","4623.0","4721.0","M1 (2).txt"
"H10","1402.0","4423.0","4928.0","M1 (2).txt"
"I10","1107.0","379.0","370.0","M1 (2).txt"
"J10","1084.0","406.0","333.0","M1 (2).txt"
"K10","1232.0","8214.0","1374.0","M1 (2).txt"
"L10","1311.0","8859.0","1629.0","M1 (2).txt"
"M10","1208.0","2544.0","1288.0","M1 (2).txt"
"N10","1353.0","5321.0","1113.0","M1 (2).txt"
"O10","1122.0","405.0","343.0","M1 (2).txt"
"P10","1280.0","441.0","453.0","M1 (2).txt"
"A11","1703.0","11463.0","2003.0","M1 (2).txt"
"B11","1288.0","9068.0","1613.0","M1 (2).txt"
"C11","1371.0","2424.0","5216.0","M1 (2).txt"
"D11","1313.0","2531.0","5085.0","M1 (2).txt"
"E11","1126.0","3114.0","612.0","M1 (2).txt"
"F11","1131.0","1353.0","711.0","M1 (2).txt"
"G11","1363.0","3760.0","4922.0","M1 (2).txt"
"H11","1337.0","4497.0","4681.0","M1 (2).txt"
"I11","1123.0","967.0","419.0","M1 (2).txt"
"J11","1067.0","370.0","344.0","M1 (2).txt"
"K11","1301.0","7421.0","3432.0","M1 (2).txt"
"L11","1355.0","7524.0","3582.0","M1 (2).txt"
"M11","1152.0","2289.0","1242.0","M1 (2).txt"
"N11","1130.0","2949.0","604.0","M1 (2).txt"
"O11","1179.0","417.0","360.0","M1 (2).txt"
"P11","1348.0","441.0","410.0","M1 (2).txt"
"A12","1924.0","12863.0","2442.0","M1 (2).txt"
"B12","1450.0","10017.0","1811.0","M1 (2).txt"
"C12","1385.0","2841.0","5281.0","M1 (2).txt"
"D12","1366.0","2837.0","5362.0","M1 (2).txt"
"E12","1106.0","427.0","686.0","M1 (2).txt"
"F12","1216.0","2584.0","591.0","M1 (2).txt"
"G12","1355.0","4123.0","4908.0","M1 (2).txt"
"H12","1518.0","5021.0","5349.0","M1 (2).txt"
"I12","1208.0","402.0","406.0","M1 (2).txt"
"J12","1175.0","396.0","383.0","M1 (2).txt"
"K12","1333.0","7706.0","3188.0","M1 (2).txt"
"L12","1400.0","8449.0","3428.0","M1 (2).txt"
"M12","1182.0","2838.0","919.0","M1 (2).txt"
"N12","1099.0","2668.0","550.0","M1 (2).txt"
"O12","1190.0","426.0","366.0","M1 (2).txt"
"P12","1368.0","437.0","412.0","M1 (2).txt"
"A13","1769.0","2187.0","724.0","M1 (2).txt"
"B13","1138.0","794.0","413.0","M1 (2).txt"
"C13","1157.0","483.0","906.0","M1 (2).txt"
"D13","1147.0","520.0","1370.0","M1 (2).txt"
"E13","1146.0","3726.0","672.0","M1 (2).txt"
"F13","1169.0","2361.0","1033.0","M1 (2).txt"
"G13","1362.0","3982.0","4863.0","M1 (2).txt"
"H13","1378.0","4615.0","4685.0","M1 (2).txt"
"I13","1344.0","8290.0","2144.0","M1 (2).txt"
"J13","1345.0","8809.0","1814.0","M1 (2).txt"
"K13","1298.0","7036.0","3437.0","M1 (2).txt"
"L13","1351.0","7541.0","3355.0","M1 (2).txt"
"M13","1243.0","3767.0","1653.0","M1 (2).txt"
"N13","1184.0","2992.0","597.0","M1 (2).txt"
"O13","1197.0","405.0","368.0","M1 (2).txt"
"P13","1450.0","448.0","438.0","M1 (2).txt"
"A14","1647.0","460.0","549.0","M1 (2).txt"
"B14","1293.0","2348.0","737.0","M1 (2).txt"
"C14","1175.0","536.0","1095.0","M1 (2).txt"
"D14","1181.0","468.0","973.0","M1 (2).txt"
"E14","1108.0","1794.0","687.0","M1 (2).txt"
"F14","1181.0","424.0","371.0","M1 (2).txt"
"G14","1434.0","4882.0","4987.0","M1 (2).txt"
"H14","1453.0","3723.0","5224.0","M1 (2).txt"
"I14","1447.0","9046.0","2174.0","M1 (2).txt"
"J14","1368.0","8230.0","2289.0","M1 (2).txt"
"K14","1412.0","8019.0","3445.0","M1 (2).txt"
"L14","1440.0","7870.0","3462.0","M1 (2).txt"
"M14","1274.0","3734.0","714.0","M1 (2).txt"
"N14","1155.0","397.0","352.0","M1 (2).txt"
"O14","1262.0","417.0","387.0","M1 (2).txt"
"P14","1498.0","459.0","454.0","M1 (2).txt"
"A15","1873.0","10464.0","1975.0","M1 (2).txt"
"B15","1395.0","8068.0","1524.0","M1 (2).txt"
"C15","1498.0","1871.0","5258.0","M1 (2).txt"
"D15","1278.0","1417.0","4180.0","M1 (2).txt"
"E15","1311.0","5411.0","4329.0","M1 (2).txt"
"F15","1486.0","5028.0","5125.0","M1 (2).txt"
"G15","1369.0","2770.0","4416.0","M1 (2).txt"
"H15","1413.0","3126.0","4270.0","M1 (2).txt"
"I15","1412.0","7886.0","3170.0","M1 (2).txt"
"J15","1207.0","408.0","372.0","M1 (2).txt"
"K15","1393.0","7654.0","3188.0","M1 (2).txt"
"L15","1315.0","7575.0","2602.0","M1 (2).txt"
"M15","1418.0","4398.0","4769.0","M1 (2).txt"
"N15","1521.0","5262.0","4848.0","M1 (2).txt"
"O15","1356.0","445.0","420.0","M1 (2).txt"
"P15","1430.0","445.0","440.0","M1 (2).txt"
"A16","1748.0","9269.0","1707.0","M1 (2).txt"
"B16","1345.0","5561.0","1139.0","M1 (2).txt"
"C16","1610.0","2844.0","5441.0","M1 (2).txt"
"D16","1355.0","2036.0","4661.0","M1 (2).txt"
"E16","1331.0","4929.0","4536.0","M1 (2).txt"
"F16","1451.0","5148.0","5019.0","M1 (2).txt"
"G16","1385.0","3306.0","4448.0","M1 (2).txt"
"H16","1396.0","3530.0","3975.0","M1 (2).txt"
"I16","1167.0","398.0","365.0","M1 (2).txt"
"J16","1135.0","397.0","348.0","M1 (2).txt"
"K16","1350.0","7981.0","2594.0","M1 (2).txt"
"L16","1141.0","399.0","351.0","M1 (2).txt"
"M16","1538.0","5486.0","4900.0","M1 (2).txt"
"N16","1260.0","428.0","396.0","M1 (2).txt"
"O16","1262.0","424.0","400.0","M1 (2).txt"
"P16","1544.0","490.0","479.0","M1 (2).txt"
"A17","1876.0","11305.0","2341.0","M1 (2).txt"
"B17","1398.0","8414.0","1565.0","M1 (2).txt"
"C17","1582.0","1491.0","5481.0","M1 (2).txt"
"D17","1420.0","1734.0","4850.0","M1 (2).txt"
"E17","1382.0","2641.0","4968.0","M1 (2).txt"
"F17","1432.0","3395.0","4949.0","M1 (2).txt"
"G17","1398.0","3216.0","4313.0","M1 (2).txt"
"H17","1384.0","3239.0","4148.0","M1 (2).txt"
"I17","1365.0","8006.0","2962.0","M1 (2).txt"
"J17","1383.0","7943.0","2650.0","M1 (2).txt"
"K17","1391.0","6821.0","3309.0","M1 (2).txt"
"L17","1393.0","6758.0","3344.0","M1 (2).txt"
"M17","1513.0","5004.0","4588.0","M1 (2).txt"
"N17","1570.0","5225.0","5143.0","M1 (2).txt"
"O17","1460.0","450.0","459.0","M1 (2).txt"
"P17","1614.0","471.0","479.0","M1 (2).txt"
"A18","1822.0","10856.0","2468.0","M1 (2).txt"
"B18","1493.0","9405.0","1899.0","M1 (2).txt"
"C18","1593.0","1623.0","5340.0","M1 (2).txt"
"D18","1573.0","2603.0","5322.0","M1 (2).txt"
"E18","1356.0","2610.0","4959.0","M1 (2).txt"
"F18","1194.0","398.0","369.0","M1 (2).txt"
"G18","1322.0","2144.0","4437.0","M1 (2).txt"
"H18","1384.0","2667.0","4391.0","M1 (2).txt"
"I18","1447.0","8044.0","3214.0","M1 (2).txt"
"J18","1385.0","8293.0","2770.0","M1 (2).txt"
"K18","1419.0","7563.0","2919.0","M1 (2).txt"
"L18","1182.0","403.0","357.0","M1 (2).txt"
"M18","1601.0","5976.0","4982.0","M1 (2).txt"
"N18","1557.0","1212.0","3447.0","M1 (2).txt"
"O18","1472.0","450.0","459.0","M1 (2).txt"
"P18","1644.0","496.0","478.0","M1 (2).txt"
"A19","1894.0","11993.0","2210.0","M1 (2).txt"
"B19","1601.0","10404.0","1931.0","M1 (2).txt"
"C19","1612.0","1901.0","5443.0","M1 (2).txt"
"D19","1537.0","2124.0","5260.0","M1 (2).txt"
"E19","1326.0","3269.0","4027.0","M1 (2).txt"
"F19","1439.0","4103.0","4308.0","M1 (2).txt"
"G19","1374.0","3124.0","4296.0","M1 (2).txt"
"H19","1428.0","3556.0","4409.0","M1 (2).txt"
"I19","1370.0","7617.0","2956.0","M1 (2).txt"
"J19","1396.0","7295.0","3195.0","M1 (2).txt"
"K19","1361.0","6208.0","3381.0","M1 (2).txt"
"L19","1414.0","6706.0","3062.0","M1 (2).txt"
"M19","1473.0","5142.0","4563.0","M1 (2).txt"
"N19","1686.0","6792.0","4979.0","M1 (2).txt"
"O19","1489.0","461.0","452.0","M1 (2).txt"
"P19","1687.0","506.0","502.0","M1 (2).txt"
"A20","1789.0","11391.0","2303.0","M1 (2).txt"
"B20","1501.0","9480.0","1723.0","M1 (2).txt"
"C20","1406.0","2187.0","4718.0","M1 (2).txt"
"D20","1389.0","1493.0","4758.0","M1 (2).txt"
"E20","1307.0","2892.0","4169.0","M1 (2).txt"
"F20","1162.0","388.0","361.0","M1 (2).txt"
"G20","1339.0","2926.0","4015.0","M1 (2).txt"
"H20","1348.0","3489.0","3836.0","M1 (2).txt"
"I20","1401.0","8467.0","2490.0","M1 (2).txt"
"J20","1426.0","8260.0","2913.0","M1 (2).txt"
"K20","1272.0","6229.0","2897.0","M1 (2).txt"
"L20","1146.0","384.0","349.0","M1 (2).txt"
"M20","1543.0","5013.0","4976.0","M1 (2).txt"
"N20","1635.0","5950.0","4918.0","M1 (2).txt"
"O20","1388.0","425.0","420.0","M1 (2).txt"
"P20","1517.0","464.0","449.0","M1 (2).txt"
"A21","1838.0","11956.0","2140.0","M1 (2).txt"
"B21","1476.0","9446.0","1746.0","M1 (2).txt"
"C21","1486.0","2348.0","5360.0","M1 (2).txt"
"D21","1525.0","2393.0","5550.0","M1 (2).txt"
"E21","1434.0","2982.0","4413.0","M1 (2).txt"
"F21","1411.0","2782.0","4273.0","M1 (2).txt"
"G21","1358.0","2664.0","4190.0","M1 (2).txt"
"H21","1378.0","3470.0","4326.0","M1 (2).txt"
"I21","1469.0","8064.0","2845.0","M1 (2).txt"
"J21","1470.0","8303.0","2678.0","M1 (2).txt"
"K21","1436.0","7195.0","3158.0","M1 (2).txt"
"L21","1431.0","7067.0","2986.0","M1 (2).txt"
"M21","1649.0","7274.0","5066.0","M1 (2).txt"
"N21","1607.0","6955.0","4905.0","M1 (2).txt"
"O21","1498.0","463.0","462.0","M1 (2).txt"
"P21","1598.0","492.0","483.0","M1 (2).txt"
"A22","1695.0","10974.0","1916.0","M1 (2).txt"
"B22","1547.0","10091.0","1741.0","M1 (2).txt"
"C22","1527.0","2284.0","5334.0","M1 (2).txt"
"D22","1479.0","1887.0","5449.0","M1 (2).txt"
"E22","1302.0","2482.0","4089.0","M1 (2).txt"
"F22","1180.0","395.0","365.0","M1 (2).txt"
"G22","1341.0","2439.0","4243.0","M1 (2).txt"
"H22","1312.0","3629.0","3876.0","M1 (2).txt"
"I22","1447.0","8367.0","2703.0","M1 (2).txt"
"J22","1396.0","7355.0","2747.0","M1 (2).txt"
"K22","1349.0","6170.0","3195.0","M1 (2).txt"
"L22","1191.0","411.0","369.0","M1 (2).txt"
"M22","1578.0","7457.0","4960.0","M1 (2).txt"
"N22","1664.0","7457.0","5143.0","M1 (2).txt"
"O22","1413.0","435.0","448.0","M1 (2).txt"
"P22","1687.0","451.0","510.0","M1 (2).txt"
"A23","1838.0","9829.0","1525.0","M1 (2).txt"
"B23","1378.0","5758.0","962.0","M1 (2).txt"
"C23","1495.0","1852.0","5388.0","M1 (2).txt"
"D23","1471.0","2503.0","5347.0","M1 (2).txt"
"E23","1348.0","2878.0","4246.0","M1 (2).txt"
"F23","1460.0","4321.0","4514.0","M1 (2).txt"
"G23","1364.0","2465.0","4420.0","M1 (2).txt"
"H23","1310.0","3462.0","4048.0","M1 (2).txt"
"I23","1303.0","7490.0","2268.0","M1 (2).txt"
"J23","1342.0","7854.0","2367.0","M1 (2).txt"
"K23","1256.0","6063.0","2830.0","M1 (2).txt"
"L23","1312.0","7292.0","2332.0","M1 (2).txt"
"M23","1297.0","776.0","1126.0","M1 (2).txt"
"N23","1657.0","6999.0","5235.0","M1 (2).txt"
"O23","1417.0","428.0","446.0","M1 (2).txt"
"P23","1648.0","461.0","528.0","M1 (2).txt"
"A24","1710.0","7681.0","1269.0","M1 (2).txt"
"B24","1897.0","8938.0","1405.0","M1 (2).txt"
"C24","1740.0","3073.0","6353.0","M1 (2).txt"
"D24","1517.0","2536.0","5437.0","M1 (2).txt"
"E24","1348.0","3744.0","4071.0","M1 (2).txt"
"F24","1205.0","405.0","388.0","M1 (2).txt"
"G24","1420.0","2364.0","4526.0","M1 (2).txt"
"H24","1396.0","3366.0","4083.0","M1 (2).txt"
"I24","1433.0","8319.0","2865.0","M1 (2).txt"
"J24","1454.0","8970.0","2735.0","M1 (2).txt"
"K24","1292.0","6588.0","2532.0","M1 (2).txt"
"L24","1357.0","7375.0","2649.0","M1 (2).txt"
"M24","1461.0","6123.0","4825.0","M1 (2).txt"
"N24","1604.0","7942.0","4970.0","M1 (2).txt"
"O24","1437.0","413.0","481.0","M1 (2).txt"
"P24","1586.0","487.0","494.0","M1 (2).txt"
"A01","1592.0","6018.0","1009.0","M1 (3).txt"
"B01","1617.0","8596.0","1346.0","M1 (3).txt"
"C01","1454.0","568.0","3515.0","M1 (3).txt"
"D01","1311.0","443.0","1735.0","M1 (3).txt"
"E01","1394.0","1588.0","3067.0","M1 (3).txt"
"F01","1422.0","2600.0","3356.0","M1 (3).txt"
"G01","1435.0","2222.0","3722.0","M1 (3).txt"
"H01","1458.0","2427.0","3224.0","M1 (3).txt"
"I01","1583.0","6434.0","2864.0","M1 (3).txt"
"J01","1557.0","5664.0","3176.0","M1 (3).txt"
"K01","1277.0","1464.0","1227.0","M1 (3).txt"
"L01","1384.0","3262.0","2055.0","M1 (3).txt"
"M01","1416.0","1497.0","1994.0","M1 (3).txt"
"N01","1585.0","3409.0","3837.0","M1 (3).txt"
"O01","1342.0","413.0","301.0","M1 (3).txt"
"P01","1307.0","402.0","295.0","M1 (3).txt"
"A02","1980.0","11008.0","1745.0","M1 (3).txt"
"B02","1805.0","9115.0","1393.0","M1 (3).txt"
"C02","1465.0","625.0","3775.0","M1 (3).txt"
"D02","1766.0","1497.0","5097.0","M1 (3).txt"
"E02","1361.0","1713.0","3030.0","M1 (3).txt"
"F02","1344.0","1163.0","2598.0","M1 (3).txt"
"G02","1368.0","1022.0","2487.0","M1 (3).txt"
"H02","1356.0","1469.0","2431.0","M1 (3).txt"
"I02","1507.0","3289.0","2442.0","M1 (3).txt"
"J02","1426.0","3790.0","2370.0","M1 (3).txt"
"K02","1406.0","3986.0","2706.0","M1 (3).txt"
"L02","1449.0","4550.0","2623.0","M1 (3).txt"
"M02","1326.0","820.0","1361.0","M1 (3).txt"
"N02","1465.0","1998.0","2324.0","M1 (3).txt"
"O02","1137.0","391.0","264.0","M1 (3).txt"
"P02","1219.0","404.0","264.0","M1 (3).txt"
"A03","2139.0","9977.0","1525.0","M1 (3).txt"
"B03","1143.0","7049.0","1005.0","M1 (3).txt"
"C03","1551.0","679.0","3938.0","M1 (3).txt"
"D03","1521.0","729.0","4004.0","M1 (3).txt"
"E03","1362.0","1108.0","2514.0","M1 (3).txt"
"F03","1416.0","1455.0","2977.0","M1 (3).txt"
"G03","1378.0","1131.0","2603.0","M1 (3).txt"
"H03","1408.0","1367.0","2700.0","M1 (3).txt"
"I03","1490.0","4552.0","2835.0","M1 (3).txt"
"J03","1486.0","3963.0","2983.0","M1 (3).txt"
"K03","1401.0","3473.0","2590.0","M1 (3).txt"
"L03","1527.0","5394.0","3079.0","M1 (3).txt"
"M03","1378.0","441.0","439.0","M1 (3).txt"
"N03","1489.0","2260.0","2745.0","M1 (3).txt"
"O03","1196.0","409.0","288.0","M1 (3).txt"
"P03","1055.0","377.0","235.0","M1 (3).txt"
"A04","1893.0","10747.0","1576.0","M1 (3).txt"
"B04","1590.0","7364.0","1214.0","M1 (3).txt"
"C04","1423.0","516.0","2755.0","M1 (3).txt"
"D04","1478.0","586.0","3938.0","M1 (3).txt"
"E04","1339.0","1389.0","2555.0","M1 (3).txt"
"F04","1383.0","432.0","428.0","M1 (3).txt"
"G04","1412.0","1030.0","2568.0","M1 (3).txt"
"H04","1367.0","1612.0","2749.0","M1 (3).txt"
"I04","1434.0","2822.0","2138.0","M1 (3).txt"
"J04","1443.0","3317.0","2638.0","M1 (3).txt"
"K04","1471.0","4172.0","2360.0","M1 (3).txt"
"L04","1457.0","4484.0","2811.0","M1 (3).txt"
"M04","1480.0","2581.0","2823.0","M1 (3).txt"
"N04","1535.0","2115.0","2991.0","M1 (3).txt"
"O04","1188.0","403.0","286.0","M1 (3).txt"
"P04","1281.0","403.0","298.0","M1 (3).txt"
"A05","1847.0","12017.0","2188.0","M1 (3).txt"
"B05","1563.0","10412.0","1829.0","M1 (3).txt"
"C05","1604.0","2656.0","6113.0","M1 (3).txt"
"D05","1565.0","2712.0","5965.0","M1 (3).txt"
"E05","1362.0","2347.0","1166.0","M1 (3).txt"
"F05","1334.0","1516.0","735.0","M1 (3).txt"
"G05","1567.0","4484.0","5550.0","M1 (3).txt"
"H05","1544.0","5246.0","5109.0","M1 (3).txt"
"I05","1368.0","2549.0","1756.0","M1 (3).txt"
"J05","1283.0","413.0","401.0","M1 (3).txt"
"K05","1505.0","9425.0","1528.0","M1 (3).txt"
"L05","1500.0","9639.0","1691.0","M1 (3).txt"
"M05","1662.0","3653.0","5635.0","M1 (3).txt"
"N05","1659.0","3099.0","5710.0","M1 (3).txt"
"O05","1139.0","397.0","263.0","M1 (3).txt"
"P05","1333.0","417.0","304.0","M1 (3).txt"
"A06","1868.0","12075.0","2258.0","M1 (3).txt"
"B06","1291.0","446.0","389.0","M1 (3).txt"
"C06","1593.0","2736.0","6066.0","M1 (3).txt"
"D06","1500.0","2497.0","5687.0","M1 (3).txt"
"E06","1233.0","1869.0","1316.0","M1 (3).txt"
"F06","1213.0","398.0","366.0","M1 (3).txt"
"G06","1475.0","4007.0","5240.0","M1 (3).txt"
"H06","1501.0","4001.0","5072.0","M1 (3).txt"
"I06","1279.0","3469.0","670.0","M1 (3).txt"
"J06","1266.0","407.0","383.0","M1 (3).txt"
"K06","1434.0","8855.0","1493.0","M1 (3).txt"
"L06","1383.0","8635.0","1566.0","M1 (3).txt"
"M06","1530.0","2876.0","5197.0","M1 (3).txt"
"N06","1517.0","1772.0","4434.0","M1 (3).txt"
"O06","1034.0","377.0","232.0","M1 (3).txt"
"P06","1226.0","400.0","278.0","M1 (3).txt"
"A07","1932.0","12885.0","2315.0","M1 (3).txt"
"B07","1542.0","10223.0","1851.0","M1 (3).txt"
"C07","1559.0","2704.0","5941.0","M1 (3).txt"
"D07","1544.0","2474.0","5964.0","M1 (3).txt"
"E07","1185.0","373.0","385.0","M1 (3).txt"
"F07","1259.0","1214.0","748.0","M1 (3).txt"
"G07","1493.0","4635.0","5114.0","M1 (3).txt"
"H07","1442.0","3883.0","4173.0","M1 (3).txt"
"I07","1279.0","1235.0","982.0","M1 (3).txt"
"J07","1271.0","385.0","409.0","M1 (3).txt"
"K07","1427.0","8794.0","1732.0","M1 (3).txt"
"L07","1442.0","9144.0","1540.0","M1 (3).txt"
"M07","1521.0","2550.0","5398.0","M1 (3).txt"
"N07","1537.0","2557.0","5142.0","M1 (3).txt"
"O07","1047.0","389.0","233.0","M1 (3).txt"
"P07","1202.0","395.0","263.0","M1 (3).txt"
"A08","1923.0","12881.0","2391.0","M1 (3).txt"
"B08","1433.0","9306.0","1680.0","M1 (3).txt"
"C08","1525.0","2433.0","5799.0","M1 (3).txt"
"D08","1479.0","2423.0","5640.0","M1 (3).txt"
"E08","1184.0","936.0","883.0","M1 (3).txt"
"F08","1222.0","1852.0","511.0","M1 (3).txt"
"G08","1442.0","4722.0","4748.0","M1 (3).txt"
"H08","1460.0","3503.0","5037.0","M1 (3).txt"
"I08","1212.0","388.0","695.0","M1 (3).txt"
"J08","1242.0","390.0","397.0","M1 (3).txt"
"K08","1363.0","8957.0","1572.0","M1 (3).txt"
"L08","1396.0","8894.0","1471.0","M1 (3).txt"
"M08","1424.0","2165.0","4836.0","M1 (3).txt"
"N08","1505.0","2716.0","4828.0","M1 (3).txt"
"O08","1011.0","377.0","226.0","M1 (3).txt"
"P08","1591.0","470.0","466.0","M1 (3).txt"
"A09","1658.0","10199.0","1993.0","M1 (3).txt"
"B09","1399.0","9035.0","1801.0","M1 (3).txt"
"C09","1436.0","2324.0","5414.0","M1 (3).txt"
"D09","1457.0","2372.0","5443.0","M1 (3).txt"
"E09","1134.0","1276.0","437.0","M1 (3).txt"
"F09","1181.0","1354.0","460.0","M1 (3).txt"
"G09","1457.0","4477.0","5058.0","M1 (3).txt"
"H09","1464.0","4028.0","4749.0","M1 (3).txt"
"I09","1220.0","418.0","754.0","M1 (3).txt"
"J09","1246.0","383.0","406.0","M1 (3).txt"
"K09","1383.0","9240.0","1539.0","M1 (3).txt"
"L09","1437.0","9412.0","1485.0","M1 (3).txt"
"M09","1288.0","3591.0","689.0","M1 (3).txt"
"N09","1343.0","2696.0","606.0","M1 (3).txt"
"O09","1364.0","445.0","416.0","M1 (3).txt"
"P09","1552.0","476.0","473.0","M1 (3).txt"
"A10","1725.0","10357.0","1853.0","M1 (3).txt"
"B10","1479.0","9628.0","1719.0","M1 (3).txt"
"C10","1427.0","2246.0","5307.0","M1 (3).txt"
"D10","1496.0","2410.0","5664.0","M1 (3).txt"
"E10","1218.0","1001.0","552.0","M1 (3).txt"
"F10","1236.0","414.0","377.0","M1 (3).txt"
"G10","1501.0","4677.0","5213.0","M1 (3).txt"
"H10","1506.0","4491.0","5235.0","M1 (3).txt"
"I10","1209.0","373.0","401.0","M1 (3).txt"
"J10","1216.0","394.0","366.0","M1 (3).txt"
"K10","1421.0","9309.0","1473.0","M1 (3).txt"
"L10","1366.0","8603.0","1315.0","M1 (3).txt"
"M10","1310.0","3334.0","708.0","M1 (3).txt"
"N10","1245.0","400.0","370.0","M1 (3).txt"
"O10","1249.0","416.0","385.0","M1 (3).txt"
"P10","1510.0","445.0","458.0","M1 (3).txt"
"A11","2095.0","12958.0","2136.0","M1 (3).txt"
"B11","1498.0","9986.0","1812.0","M1 (3).txt"
"C11","1454.0","2529.0","5420.0","M1 (3).txt"
"D11","1464.0","2292.0","5552.0","M1 (3).txt"
"E11","1231.0","1666.0","519.0","M1 (3).txt"
"F11","1269.0","1175.0","474.0","M1 (3).txt"
"G11","1526.0","4204.0","5405.0","M1 (3).txt"
"H11","1473.0","4289.0","5031.0","M1 (3).txt"
"I11","1214.0","382.0","402.0","M1 (3).txt"
"J11","1263.0","423.0","646.0","M1 (3).txt"
"K11","1427.0","7468.0","3623.0","M1 (3).txt"
"L11","1506.0","8431.0","3573.0","M1 (3).txt"
"M11","1282.0","2322.0","585.0","M1 (3).txt"
"N11","1367.0","4971.0","838.0","M1 (3).txt"
"O11","1358.0","434.0","419.0","M1 (3).txt"
"P11","1585.0","473.0","469.0","M1 (3).txt"
"A12","2102.0","12797.0","2231.0","M1 (3).txt"
"B12","1566.0","10234.0","1724.0","M1 (3).txt"
"C12","1552.0","2402.0","5849.0","M1 (3).txt"
"D12","1499.0","2312.0","5624.0","M1 (3).txt"
"E12","1215.0","1247.0","803.0","M1 (3).txt"
"F12","1251.0","2523.0","1097.0","M1 (3).txt"
"G12","1468.0","4826.0","4928.0","M1 (3).txt"
"H12","1447.0","3768.0","4980.0","M1 (3).txt"
"I12","1225.0","364.0","411.0","M1 (3).txt"
"J12","1252.0","370.0","407.0","M1 (3).txt"
"K12","1447.0","7848.0","3385.0","M1 (3).txt"
"L12","1423.0","7856.0","3451.0","M1 (3).txt"
"M12","1247.0","4092.0","705.0","M1 (3).txt"
"N12","1202.0","379.0","392.0","M1 (3).txt"
"O12","1305.0","409.0","395.0","M1 (3).txt"
"P12","1598.0","460.0","481.0","M1 (3).txt"
"A13","1688.0","806.0","587.0","M1 (3).txt"
"B13","1381.0","1475.0","553.0","M1 (3).txt"
"C13","1257.0","459.0","880.0","M1 (3).txt"
"D13","1177.0","390.0","393.0","M1 (3).txt"
"E13","1237.0","1609.0","500.0","M1 (3).txt"
"F13","1277.0","1883.0","857.0","M1 (3).txt"
"G13","1464.0","5021.0","4861.0","M1 (3).txt"
"H13","1551.0","5550.0","5113.0","M1 (3).txt"
