"Well","ROX","FAM","VIC","Marker_name"
"G23","3094.0","3028.0","10405.0","M12 (3).txt"
"H23","3115.0","6560.0","9997.0","M12 (3).txt"
"I23","3123.0","15788.0","6426.0","M12 (3).txt"
"J23","2972.0","16448.0","5549.0","M12 (3).txt"
"K23","2901.0","15745.0","5595.0","M12 (3).txt"
"L23","2828.0","11586.0","6772.0","M12 (3).txt"
"M23","2491.0","601.0","600.0","M12 (3).txt"
"N23","3569.0","16895.0","10436.0","M12 (3).txt"
"O23","2944.0","662.0","715.0","M12 (3).txt"
"P23","3246.0","708.0","774.0","M12 (3).txt"
"A24","3572.0","19410.0","2215.0","M12 (3).txt"
"B24","4052.0","20705.0","1916.0","M12 (3).txt"
"C24","3466.0","904.0","11627.0","M12 (3).txt"
"D24","3181.0","283.0","11208.0","M12 (3).txt"
"E24","3118.0","5172.0","10217.0","M12 (3).txt"
"F24","2804.0","683.0","669.0","M12 (3).txt"
"G24","3262.0","4256.0","10904.0","M12 (3).txt"
"H24","3136.0","4447.0","10171.0","M12 (3).txt"
"I24","2892.0","16030.0","5647.0","M12 (3).txt"
"J24","2853.0","16217.0","5615.0","M12 (3).txt"
"K24","2673.0","13678.0","5531.0","M12 (3).txt"
"L24","2727.0","13844.0","5998.0","M12 (3).txt"
"M24","2992.0","15835.0","8258.0","M12 (3).txt"
"N24","3247.0","14347.0","9955.0","M12 (3).txt"
"O24","3283.0","701.0","792.0","M12 (3).txt"
"P24","3291.0","739.0","802.0","M12 (3).txt"
"A01","3349.0","777.0","786.0","M13 (1).txt"
"B01","3025.0","739.0","713.0","M13 (1).txt"
"C01","2584.0","612.0","577.0","M13 (1).txt"
"D01","2283.0","536.0","488.0","M13 (1).txt"
"E01","1482.0","403.0","330.0","M13 (1).txt"
"F01","2284.0","590.0","503.0","M13 (1).txt"
"G01","2233.0","533.0","483.0","M13 (1).txt"
"H01","2419.0","586.0","513.0","M13 (1).txt"
"I01","2183.0","559.0","473.0","M13 (1).txt"
"J01","2561.0","617.0","544.0","M13 (1).txt"
"K01","2495.0","615.0","526.0","M13 (1).txt"
"L01","2336.0","579.0","485.0","M13 (1).txt"
"M01","2471.0","601.0","529.0","M13 (1).txt"
"N01","2911.0","691.0","625.0","M13 (1).txt"
"O01","2920.0","621.0","414.0","M13 (1).txt"
"P01","2575.0","557.0","368.0","M13 (1).txt"
"A02","3587.0","811.0","796.0","M13 (1).txt"
"B02","2338.0","610.0","545.0","M13 (1).txt"
"C02","2278.0","555.0","495.0","M13 (1).txt"
"D02","2366.0","588.0","513.0","M13 (1).txt"
"E02","2455.0","597.0","536.0","M13 (1).txt"
"F02","2659.0","599.0","581.0","M13 (1).txt"
"G02","2501.0","608.0","537.0","M13 (1).txt"
"H02","2645.0","626.0","542.0","M13 (1).txt"
"I02","1673.0","417.0","362.0","M13 (1).txt"
"J02","2269.0","577.0","481.0","M13 (1).txt"
"K02","2499.0","590.0","508.0","M13 (1).txt"
"L02","2576.0","640.0","520.0","M13 (1).txt"
"M02","2902.0","689.0","609.0","M13 (1).txt"
"N02","2701.0","671.0","576.0","M13 (1).txt"
"O02","2252.0","515.0","323.0","M13 (1).txt"
"P02","3563.0","754.0","709.0","M13 (1).txt"
"A03","3144.0","757.0","677.0","M13 (1).txt"
"B03","2629.0","693.0","623.0","M13 (1).txt"
"C03","2310.0","569.0","509.0","M13 (1).txt"
"D03","2366.0","561.0","512.0","M13 (1).txt"
"E03","2173.0","525.0","472.0","M13 (1).txt"
"F03","2508.0","614.0","537.0","M13 (1).txt"
"G03","2240.0","529.0","478.0","M13 (1).txt"
"H03","2564.0","590.0","544.0","M13 (1).txt"
"I03","2314.0","567.0","494.0","M13 (1).txt"
"J03","2711.0","651.0","573.0","M13 (1).txt"
"K03","2628.0","639.0","550.0","M13 (1).txt"
"L03","2419.0","578.0","496.0","M13 (1).txt"
"M03","2463.0","575.0","473.0","M13 (1).txt"
"N03","2458.0","613.0","520.0","M13 (1).txt"
"O03","2048.0","497.0","281.0","M13 (1).txt"
"P03","2552.0","581.0","346.0","M13 (1).txt"
"A04","2542.0","612.0","577.0","M13 (1).txt"
"B04","2515.0","651.0","572.0","M13 (1).txt"
"C04","2392.0","581.0","530.0","M13 (1).txt"
"D04","2417.0","559.0","527.0","M13 (1).txt"
"E04","2413.0","581.0","517.0","M13 (1).txt"
"F04","2583.0","576.0","505.0","M13 (1).txt"
"G04","2599.0","588.0","556.0","M13 (1).txt"
"H04","2542.0","584.0","544.0","M13 (1).txt"
"I04","2460.0","576.0","520.0","M13 (1).txt"
"J04","2401.0","587.0","506.0","M13 (1).txt"
"K04","2354.0","561.0","489.0","M13 (1).txt"
"L04","2338.0","575.0","494.0","M13 (1).txt"
"M04","2448.0","604.0","521.0","M13 (1).txt"
"N04","2380.0","586.0","510.0","M13 (1).txt"
"O04","1873.0","483.0","255.0","M13 (1).txt"
"P04","2539.0","565.0","362.0","M13 (1).txt"
"A05","3687.0","22677.0","3255.0","M13 (1).txt"
"B05","2923.0","17142.0","3387.0","M13 (1).txt"
"C05","3022.0","1736.0","10303.0","M13 (1).txt"
"D05","2897.0","1824.0","9810.0","M13 (1).txt"
"E05","2762.0","4706.0","865.0","M13 (1).txt"
"F05","2660.0","2473.0","659.0","M13 (1).txt"
"G05","3076.0","6807.0","10479.0","M13 (1).txt"
"H05","3067.0","8009.0","10282.0","M13 (1).txt"
"I05","2708.0","434.0","2784.0","M13 (1).txt"
"J05","2717.0","2520.0","3698.0","M13 (1).txt"
"K05","2962.0","19585.0","2722.0","M13 (1).txt"
"L05","2836.0","18756.0","2681.0","M13 (1).txt"
"M05","3051.0","6127.0","10282.0","M13 (1).txt"
"N05","3163.0","5847.0","10621.0","M13 (1).txt"
"O05","1938.0","472.0","264.0","M13 (1).txt"
"P05","2402.0","546.0","324.0","M13 (1).txt"
"A06","4079.0","24648.0","3456.0","M13 (1).txt"
"B06","2837.0","614.0","592.0","M13 (1).txt"
"C06","3198.0","1714.0","10905.0","M13 (1).txt"
"D06","3249.0","1604.0","11053.0","M13 (1).txt"
"E06","2778.0","2844.0","3483.0","M13 (1).txt"
"F06","2625.0","584.0","513.0","M13 (1).txt"
"G06","3194.0","6703.0","10891.0","M13 (1).txt"
"H06","3152.0","4606.0","10553.0","M13 (1).txt"
"I06","2659.0","427.0","2636.0","M13 (1).txt"
"J06","2568.0","542.0","483.0","M13 (1).txt"
"K06","2961.0","19549.0","2839.0","M13 (1).txt"
"L06","2862.0","18695.0","2638.0","M13 (1).txt"
"M06","3025.0","4980.0","10183.0","M13 (1).txt"
"N06","2558.0","624.0","504.0","M13 (1).txt"
"O06","2070.0","496.0","281.0","M13 (1).txt"
"P06","3354.0","698.0","650.0","M13 (1).txt"
"A07","4173.0","26632.0","4816.0","M13 (1).txt"
"B07","3151.0","20104.0","3537.0","M13 (1).txt"
"C07","3000.0","1577.0","10111.0","M13 (1).txt"
"D07","3100.0","1701.0","10560.0","M13 (1).txt"
"E07","2724.0","2294.0","2984.0","M13 (1).txt"
"F07","2797.0","6100.0","935.0","M13 (1).txt"
"G07","3079.0","10204.0","10401.0","M13 (1).txt"
"H07","2766.0","8687.0","9228.0","M13 (1).txt"
"I07","2497.0","522.0","480.0","M13 (1).txt"
"J07","2618.0","2171.0","632.0","M13 (1).txt"
"K07","2556.0","16691.0","2848.0","M13 (1).txt"
"L07","2797.0","18550.0","2576.0","M13 (1).txt"
"M07","2978.0","2308.0","10022.0","M13 (1).txt"
"N07","3071.0","2385.0","10266.0","M13 (1).txt"
"O07","2146.0","494.0","293.0","M13 (1).txt"
"P07","2451.0","522.0","340.0","M13 (1).txt"
"A08","4087.0","25903.0","4505.0","M13 (1).txt"
"B08","2816.0","626.0","588.0","M13 (1).txt"
"C08","3136.0","1790.0","10696.0","M13 (1).txt"
"D08","3074.0","2121.0","10530.0","M13 (1).txt"
"E08","2710.0","7000.0","995.0","M13 (1).txt"
"F08","2608.0","6167.0","2201.0","M13 (1).txt"
"G08","2832.0","6522.0","9599.0","M13 (1).txt"
"H08","2975.0","8244.0","9936.0","M13 (1).txt"
"I08","2520.0","522.0","513.0","M13 (1).txt"
"J08","2405.0","533.0","445.0","M13 (1).txt"
"K08","2773.0","18469.0","2637.0","M13 (1).txt"
"L08","2843.0","18686.0","2592.0","M13 (1).txt"
"M08","3022.0","3195.0","10269.0","M13 (1).txt"
"N08","2497.0","578.0","484.0","M13 (1).txt"
"O08","2013.0","477.0","273.0","M13 (1).txt"
"P08","3230.0","683.0","626.0","M13 (1).txt"
"A09","3939.0","24784.0","4427.0","M13 (1).txt"
"B09","3035.0","19400.0","3390.0","M13 (1).txt"
"C09","2767.0","1496.0","9340.0","M13 (1).txt"
"D09","2908.0","1573.0","10034.0","M13 (1).txt"
"E09","2524.0","1567.0","596.0","M13 (1).txt"
"F09","2619.0","3214.0","784.0","M13 (1).txt"
"G09","2912.0","8180.0","9973.0","M13 (1).txt"
"H09","2930.0","8167.0","9875.0","M13 (1).txt"
"I09","2392.0","1983.0","1360.0","M13 (1).txt"
"J09","2461.0","538.0","499.0","M13 (1).txt"
"K09","3026.0","20478.0","2809.0","M13 (1).txt"
"L09","3038.0","20529.0","2887.0","M13 (1).txt"
"M09","2820.0","12948.0","3087.0","M13 (1).txt"
"N09","2821.0","4185.0","5066.0","M13 (1).txt"
"O09","2786.0","614.0","548.0","M13 (1).txt"
"P09","3066.0","630.0","611.0","M13 (1).txt"
"A10","3752.0","23749.0","4064.0","M13 (1).txt"
"B10","3018.0","19280.0","2943.0","M13 (1).txt"
"C10","2995.0","1419.0","10264.0","M13 (1).txt"
"D10","2997.0","2415.0","10355.0","M13 (1).txt"
"E10","2651.0","1928.0","902.0","M13 (1).txt"
"F10","2570.0","579.0","516.0","M13 (1).txt"
"G10","3062.0","7370.0","10564.0","M13 (1).txt"
"H10","2948.0","8913.0","10017.0","M13 (1).txt"
"I10","2491.0","535.0","519.0","M13 (1).txt"
"J10","2555.0","575.0","488.0","M13 (1).txt"
"K10","3136.0","21175.0","2930.0","M13 (1).txt"
"L10","2977.0","20019.0","2881.0","M13 (1).txt"
"M10","3055.0","7657.0","6950.0","M13 (1).txt"
"N10","2563.0","585.0","498.0","M13 (1).txt"
"O10","2598.0","578.0","512.0","M13 (1).txt"
"P10","3252.0","663.0","627.0","M13 (1).txt"
"A11","4689.0","29040.0","5081.0","M13 (1).txt"
"B11","3094.0","20192.0","3412.0","M13 (1).txt"
"C11","2937.0","1585.0","10153.0","M13 (1).txt"
"D11","2968.0","1592.0","10259.0","M13 (1).txt"
"E11","2689.0","3550.0","1515.0","M13 (1).txt"
"F11","2704.0","4304.0","801.0","M13 (1).txt"
"G11","3158.0","9363.0","10919.0","M13 (1).txt"
"H11","3117.0","7814.0","10685.0","M13 (1).txt"
"I11","2621.0","573.0","548.0","M13 (1).txt"
"J11","2692.0","2637.0","667.0","M13 (1).txt"
"K11","3113.0","16786.0","9912.0","M13 (1).txt"
"L11","3251.0","19197.0","9062.0","M13 (1).txt"
"M11","2684.0","10118.0","1169.0","M13 (1).txt"
"N11","2673.0","1809.0","646.0","M13 (1).txt"
"O11","2674.0","597.0","514.0","M13 (1).txt"
"P11","3063.0","647.0","604.0","M13 (1).txt"
"A12","3855.0","24245.0","4094.0","M13 (1).txt"
"B12","3155.0","20485.0","3419.0","M13 (1).txt"
"C12","3058.0","1674.0","10568.0","M13 (1).txt"
"D12","3042.0","1403.0","10590.0","M13 (1).txt"
"E12","2634.0","3703.0","2278.0","M13 (1).txt"
"F12","2609.0","4243.0","787.0","M13 (1).txt"
"G12","3130.0","7277.0","10852.0","M13 (1).txt"
"H12","3232.0","11188.0","11025.0","M13 (1).txt"
"I12","2742.0","541.0","1530.0","M13 (1).txt"
"J12","2636.0","589.0","508.0","M13 (1).txt"
"K12","3283.0","18880.0","9990.0","M13 (1).txt"
"L12","3183.0","17834.0","9804.0","M13 (1).txt"
"M12","2740.0","11264.0","1270.0","M13 (1).txt"
"N12","2484.0","565.0","486.0","M13 (1).txt"
"O12","2609.0","574.0","503.0","M13 (1).txt"
"P12","3129.0","656.0","614.0","M13 (1).txt"
"A13","3443.0","665.0","716.0","M13 (1).txt"
"B13","2605.0","551.0","549.0","M13 (1).txt"
"C13","2666.0","415.0","3702.0","M13 (1).txt"
"D13","2655.0","459.0","2948.0","M13 (1).txt"
"E13","2693.0","3489.0","3404.0","M13 (1).txt"
"F13","2640.0","1685.0","2160.0","M13 (1).txt"
"G13","2996.0","8146.0","10298.0","M13 (1).txt"
"H13","3270.0","10914.0","11153.0","M13 (1).txt"
"I13","3125.0","20045.0","5447.0","M13 (1).txt"
"J13","3150.0","19897.0","5430.0","M13 (1).txt"
"K13","3175.0","18263.0","9519.0","M13 (1).txt"
"L13","3347.0","19077.0","10200.0","M13 (1).txt"
"M13","2848.0","8754.0","1092.0","M13 (1).txt"
"N13","2723.0","605.0","530.0","M13 (1).txt"
"O13","2725.0","599.0","530.0","M13 (1).txt"
"P13","2746.0","575.0","557.0","M13 (1).txt"
"A14","3185.0","608.0","656.0","M13 (1).txt"
"B14","2693.0","1853.0","656.0","M13 (1).txt"
"C14","2595.0","1948.0","1672.0","M13 (1).txt"
"D14","2417.0","1663.0","1549.0","M13 (1).txt"
"E14","2522.0","5051.0","831.0","M13 (1).txt"
"F14","2568.0","570.0","507.0","M13 (1).txt"
"G14","3295.0","10746.0","11225.0","M13 (1).txt"
"H14","3200.0","10139.0","10798.0","M13 (1).txt"
"I14","3238.0","20674.0","4918.0","M13 (1).txt"
"J14","3020.0","19013.0","5108.0","M13 (1).txt"
"K14","3273.0","17105.0","10392.0","M13 (1).txt"
"L14","2654.0","591.0","509.0","M13 (1).txt"
"M14","2826.0","14577.0","1580.0","M13 (1).txt"
"N14","2595.0","563.0","498.0","M13 (1).txt"
"O14","2789.0","592.0","531.0","M13 (1).txt"
"P14","2988.0","610.0","576.0","M13 (1).txt"
"A15","3714.0","12796.0","1765.0","M13 (1).txt"
"B15","2844.0","11565.0","1537.0","M13 (1).txt"
"C15","2783.0","1660.0","9490.0","M13 (1).txt"
"D15","2883.0","925.0","9942.0","M13 (1).txt"
"E15","2964.0","11192.0","10109.0","M13 (1).txt"
"F15","3335.0","13646.0","11451.0","M13 (1).txt"
"G15","3215.0","9637.0","10801.0","M13 (1).txt"
"H15","3285.0","9923.0","11098.0","M13 (1).txt"
"I15","3293.0","19094.0","8507.0","M13 (1).txt"
"J15","2664.0","583.0","507.0","M13 (1).txt"
"K15","3196.0","16142.0","8515.0","M13 (1).txt"
"L15","3101.0","18362.0","5843.0","M13 (1).txt"
"M15","3143.0","9116.0","10271.0","M13 (1).txt"
"N15","3174.0","7779.0","10348.0","M13 (1).txt"
"O15","2988.0","619.0","577.0","M13 (1).txt"
"P15","3289.0","649.0","628.0","M13 (1).txt"
"A16","3095.0","10372.0","1486.0","M13 (1).txt"
"B16","2494.0","1108.0","641.0","M13 (1).txt"
"C16","2921.0","1977.0","9936.0","M13 (1).txt"
"D16","2913.0","2927.0","10009.0","M13 (1).txt"
"E16","3126.0","13576.0","10738.0","M13 (1).txt"
"F16","3218.0","13389.0","10975.0","M13 (1).txt"
"G16","3254.0","10050.0","10946.0","M13 (1).txt"
"H16","3243.0","7935.0","10881.0","M13 (1).txt"
"I16","2681.0","589.0","532.0","M13 (1).txt"
"J16","2723.0","575.0","532.0","M13 (1).txt"
"K16","3194.0","18013.0","7618.0","M13 (1).txt"
"L16","2556.0","560.0","495.0","M13 (1).txt"
"M16","3151.0","7036.0","10486.0","M13 (1).txt"
"N16","2679.0","588.0","515.0","M13 (1).txt"
"O16","2749.0","582.0","523.0","M13 (1).txt"
"P16","3187.0","655.0","608.0","M13 (1).txt"
"A17","3800.0","23770.0","4171.0","M13 (1).txt"
"B17","2847.0","14541.0","2770.0","M13 (1).txt"
"C17","2811.0","872.0","9661.0","M13 (1).txt"
"D17","2821.0","833.0","9826.0","M13 (1).txt"
"E17","2924.0","3917.0","10200.0","M13 (1).txt"
"F17","3167.0","6418.0","10923.0","M13 (1).txt"
"G17","3113.0","7051.0","10634.0","M13 (1).txt"
"H17","3321.0","7356.0","11119.0","M13 (1).txt"
"I17","3474.0","20485.0","9259.0","M13 (1).txt"
"J17","3280.0","19662.0","8179.0","M13 (1).txt"
"K17","3404.0","16443.0","9683.0","M13 (1).txt"
"L17","3286.0","16322.0","8220.0","M13 (1).txt"
"M17","3242.0","5364.0","10566.0","M13 (1).txt"
"N17","3388.0","9910.0","10959.0","M13 (1).txt"
"O17","2991.0","628.0","571.0","M13 (1).txt"
"P17","3048.0","638.0","591.0","M13 (1).txt"
"A18","3014.0","18892.0","3478.0","M13 (1).txt"
"B18","2985.0","19257.0","3552.0","M13 (1).txt"
"C18","2956.0","1020.0","10251.0","M13 (1).txt"
"D18","2860.0","696.0","9910.0","M13 (1).txt"
"E18","2928.0","4867.0","10205.0","M13 (1).txt"
"F18","2598.0","596.0","510.0","M13 (1).txt"
"G18","3087.0","7475.0","10493.0","M13 (1).txt"
"H18","3220.0","7676.0","10874.0","M13 (1).txt"
"I18","3326.0","19539.0","8920.0","M13 (1).txt"
"J18","3451.0","20276.0","8937.0","M13 (1).txt"
"K18","3383.0","16375.0","9861.0","M13 (1).txt"
"L18","2683.0","599.0","526.0","M13 (1).txt"
"M18","3179.0","6229.0","10526.0","M13 (1).txt"
"N18","3383.0","7168.0","10934.0","M13 (1).txt"
"O18","2956.0","632.0","579.0","M13 (1).txt"
"P18","3360.0","715.0","646.0","M13 (1).txt"
"A19","3732.0","23862.0","4028.0","M13 (1).txt"
"B19","2867.0","18079.0","4172.0","M13 (1).txt"
"C19","2659.0","1010.0","9010.0","M13 (1).txt"
"D19","2786.0","733.0","9717.0","M13 (1).txt"
"E19","2843.0","11498.0","9754.0","M13 (1).txt"
"F19","3100.0","11191.0","10668.0","M13 (1).txt"
"G19","2853.0","9214.0","9935.0","M13 (1).txt"
"H19","3065.0","8634.0","10483.0","M13 (1).txt"
"I19","3145.0","18022.0","10297.0","M13 (1).txt"
"J19","3245.0","18769.0","10570.0","M13 (1).txt"
"K19","3135.0","15947.0","10140.0","M13 (1).txt"
"L19","2989.0","14814.0","9467.0","M13 (1).txt"
"M19","3202.0","7389.0","10707.0","M13 (1).txt"
"N19","3368.0","9089.0","11120.0","M13 (1).txt"
"O19","2876.0","630.0","556.0","M13 (1).txt"
"P19","3037.0","630.0","587.0","M13 (1).txt"
"A20","3375.0","21559.0","3812.0","M13 (1).txt"
"B20","2907.0","18952.0","2963.0","M13 (1).txt"
"C20","2760.0","1750.0","9497.0","M13 (1).txt"
"D20","2675.0","1689.0","9253.0","M13 (1).txt"
"E20","2637.0","6222.0","9146.0","M13 (1).txt"
"F20","2382.0","565.0","490.0","M13 (1).txt"
"G20","2939.0","4568.0","10297.0","M13 (1).txt"
"H20","3108.0","6029.0","10635.0","M13 (1).txt"
"I20","3137.0","19056.0","8673.0","M13 (1).txt"
"J20","3273.0","19131.0","9128.0","M13 (1).txt"
"K20","3111.0","15356.0","9053.0","M13 (1).txt"
"L20","2576.0","599.0","518.0","M13 (1).txt"
"M20","2998.0","8399.0","10072.0","M13 (1).txt"
"N20","3212.0","8498.0","10099.0","M13 (1).txt"
"O20","2591.0","558.0","526.0","M13 (1).txt"
"P20","3366.0","682.0","653.0","M13 (1).txt"
"A21","3546.0","22520.0","3546.0","M13 (1).txt"
"B21","2801.0","18835.0","2867.0","M13 (1).txt"
"C21","3051.0","1218.0","10478.0","M13 (1).txt"
"D21","2986.0","2306.0","10381.0","M13 (1).txt"
"E21","2747.0","5739.0","9496.0","M13 (1).txt"
"F21","2772.0","5662.0","9648.0","M13 (1).txt"
"G21","2917.0","9164.0","9733.0","M13 (1).txt"
"H21","2800.0","7572.0","9663.0","M13 (1).txt"
"I21","3152.0","17352.0","9153.0","M13 (1).txt"
"J21","3090.0","18036.0","8645.0","M13 (1).txt"
"K21","3057.0","14228.0","8349.0","M13 (1).txt"
"L21","3203.0","13888.0","9823.0","M13 (1).txt"
"M21","3344.0","15571.0","11199.0","M13 (1).txt"
"N21","3391.0","17876.0","11116.0","M13 (1).txt"
"O21","2617.0","594.0","516.0","M13 (1).txt"
"P21","3158.0","640.0","609.0","M13 (1).txt"
"A22","3448.0","21679.0","3408.0","M13 (1).txt"
"B22","3040.0","19890.0","3434.0","M13 (1).txt"
"C22","2787.0","2235.0","9701.0","M13 (1).txt"
"D22","2862.0","1924.0","9959.0","M13 (1).txt"
"E22","2672.0","6876.0","9183.0","M13 (1).txt"
"F22","2454.0","583.0","491.0","M13 (1).txt"
"G22","2869.0","4522.0","10212.0","M13 (1).txt"
"H22","2972.0","6965.0","10367.0","M13 (1).txt"
"I22","2852.0","18649.0","6849.0","M13 (1).txt"
"J22","2879.0","17501.0","8341.0","M13 (1).txt"
"K22","2919.0","14929.0","8157.0","M13 (1).txt"
"L22","2253.0","572.0","471.0","M13 (1).txt"
"M22","3131.0","14911.0","10793.0","M13 (1).txt"
"N22","3189.0","15481.0","10771.0","M13 (1).txt"
"O22","2878.0","628.0","582.0","M13 (1).txt"
"P22","3520.0","684.0","672.0","M13 (1).txt"
"A23","4792.0","28459.0","3694.0","M13 (1).txt"
"B23","3257.0","18407.0","2189.0","M13 (1).txt"
"C23","2979.0","1155.0","10297.0","M13 (1).txt"
"D23","2932.0","1504.0","10190.0","M13 (1).txt"
"E23","2873.0","6941.0","9945.0","M13 (1).txt"
"F23","2911.0","10681.0","10070.0","M13 (1).txt"
"G23","2776.0","7476.0","9843.0","M13 (1).txt"
"H23","2767.0","6180.0","9671.0","M13 (1).txt"
"I23","2780.0","16741.0","8076.0","M13 (1).txt"
"J23","2671.0","16914.0","7474.0","M13 (1).txt"
"K23","2712.0","14132.0","8628.0","M13 (1).txt"
"L23","2688.0","13314.0","8064.0","M13 (1).txt"
"M23","2531.0","6574.0","4113.0","M13 (1).txt"
"N23","3595.0","19310.0","12046.0","M13 (1).txt"
"O23","3013.0","642.0","601.0","M13 (1).txt"
"P23","3625.0","703.0","693.0","M13 (1).txt"
"A24","3656.0","22026.0","2768.0","M13 (1).txt"
"B24","4010.0","21488.0","2464.0","M13 (1).txt"
"C24","3366.0","1680.0","11403.0","M13 (1).txt"
"D24","2946.0","1504.0","10192.0","M13 (1).txt"
"E24","2949.0","8182.0","10266.0","M13 (1).txt"
"F24","2447.0","573.0","492.0","M13 (1).txt"
"G24","2993.0","9221.0","10338.0","M13 (1).txt"
"H24","2911.0","6759.0","10380.0","M13 (1).txt"
"I24","2633.0","16154.0","8184.0","M13 (1).txt"
"J24","2622.0","15858.0","8622.0","M13 (1).txt"
"K24","2777.0","15275.0","8869.0","M13 (1).txt"
"L24","2649.0","14802.0","8501.0","M13 (1).txt"
"M24","3389.0","19604.0","11959.0","M13 (1).txt"
"N24","3753.0","17759.0","13110.0","M13 (1).txt"
"O24","2815.0","551.0","576.0","M13 (1).txt"
"P24","3371.0","662.0","652.0","M13 (1).txt"
"A01","29.0","81.0","19.0","M13 (2).txt"
"B01","42.0","112.0","26.0","M13 (2).txt"
"C01","50.0","121.0","28.0","M13 (2).txt"
"D01","55.0","124.0","27.0","M13 (2).txt"
"E01","47.0","116.0","25.0","M13 (2).txt"
"F01","50.0","118.0","27.0","M13 (2).txt"
"G01","47.0","121.0","25.0","M13 (2).txt"
"H01","47.0","119.0","27.0","M13 (2).txt"
"I01","49.0","127.0","28.0","M13 (2).txt"
"J01","45.0","114.0","27.0","M13 (2).txt"
"K01","46.0","115.0","26.0","M13 (2).txt"
"L01","47.0","111.0","24.0","M13 (2).txt"
"M01","46.0","114.0","25.0","M13 (2).txt"
"N01","50.0","128.0","29.0","M13 (2).txt"
"O01","47.0","145.0","25.0","M13 (2).txt"
"P01","98.0","146.0","31.0","M13 (2).txt"
"A02","2634.0","617.0","647.0","M13 (2).txt"
"B02","2665.0","629.0","660.0","M13 (2).txt"
"C02","1919.0","482.0","440.0","M13 (2).txt"
"D02","1599.0","707.0","427.0","M13 (2).txt"
"E02","1977.0","517.0","460.0","M13 (2).txt"
"F02","1958.0","520.0","454.0","M13 (2).txt"
"G02","2018.0","513.0","460.0","M13 (2).txt"
"H02","1934.0","496.0","434.0","M13 (2).txt"
"I02","2037.0","520.0","469.0","M13 (2).txt"
"J02","2082.0","558.0","484.0","M13 (2).txt"
"K02","2072.0","539.0","485.0","M13 (2).txt"
"L02","2127.0","560.0","491.0","M13 (2).txt"
"M02","2040.0","528.0","478.0","M13 (2).txt"
"N02","735.0","302.0","207.0","M13 (2).txt"
"O02","52.0","155.0","27.0","M13 (2).txt"
"P02","36.0","93.0","22.0","M13 (2).txt"
"A03","3020.0","649.0","702.0","M13 (2).txt"
"B03","2131.0","569.0","513.0","M13 (2).txt"
"C03","1882.0","466.0","436.0","M13 (2).txt"
"D03","2057.0","526.0","479.0","M13 (2).txt"
"E03","2048.0","519.0","489.0","M13 (2).txt"
"F03","2073.0","505.0","478.0","M13 (2).txt"
"G03","2066.0","511.0","476.0","M13 (2).txt"
"H03","1965.0","482.0","441.0","M13 (2).txt"
"I03","2006.0","506.0","462.0","M13 (2).txt"
"J03","1855.0","480.0","418.0","M13 (2).txt"
"K03","1907.0","486.0","447.0","M13 (2).txt"
"L03","1964.0","504.0","452.0","M13 (2).txt"
"M03","2216.0","8707.0","973.0","M13 (2).txt"
"N03","2052.0","522.0","475.0","M13 (2).txt"
"O03","1599.0","433.0","231.0","M13 (2).txt"
"P03","1804.0","449.0","257.0","M13 (2).txt"
"A04","2421.0","556.0","579.0","M13 (2).txt"
"B04","2127.0","561.0","532.0","M13 (2).txt"
"C04","1944.0","467.0","441.0","M13 (2).txt"
"D04","2048.0","501.0","471.0","M13 (2).txt"
"E04","2188.0","532.0","493.0","M13 (2).txt"
"F04","2266.0","529.0","478.0","M13 (2).txt"
"G04","2137.0","512.0","483.0","M13 (2).txt"
"H04","2028.0","496.0","454.0","M13 (2).txt"
"I04","1890.0","472.0","428.0","M13 (2).txt"
"J04","1868.0","464.0","433.0","M13 (2).txt"
"K04","2015.0","505.0","462.0","M13 (2).txt"
"L04","1912.0","491.0","440.0","M13 (2).txt"
"M04","1972.0","495.0","452.0","M13 (2).txt"
"N04","2066.0","527.0","474.0","M13 (2).txt"
"O04","1599.0","418.0","236.0","M13 (2).txt"
"P04","2053.0","478.0","301.0","M13 (2).txt"
"A05","3044.0","19171.0","2781.0","M13 (2).txt"
"B05","2681.0","17636.0","2508.0","M13 (2).txt"
"C05","2293.0","1478.0","7737.0","M13 (2).txt"
"D05","2197.0","1550.0","7474.0","M13 (2).txt"
"E05","2226.0","5227.0","3050.0","M13 (2).txt"
"F05","2105.0","1785.0","1520.0","M13 (2).txt"
"G05","2390.0","7070.0","7983.0","M13 (2).txt"
"H05","2335.0","7805.0","7763.0","M13 (2).txt"
"I05","1909.0","430.0","427.0","M13 (2).txt"
"J05","2061.0","5785.0","783.0","M13 (2).txt"
"K05","2251.0","14789.0","2177.0","M13 (2).txt"
"L05","2403.0","15593.0","3256.0","M13 (2).txt"
"M05","2299.0","3362.0","7760.0","M13 (2).txt"
"N05","2426.0","2934.0","8210.0","M13 (2).txt"
"O05","1471.0","405.0","217.0","M13 (2).txt"
"P05","1825.0","457.0","260.0","M13 (2).txt"
"A06","2883.0","18255.0","2660.0","M13 (2).txt"
"B06","2099.0","497.0","458.0","M13 (2).txt"
"C06","2344.0","1562.0","8050.0","M13 (2).txt"
"D06","2388.0","1543.0","8237.0","M13 (2).txt"
"E06","2096.0","2459.0","1937.0","M13 (2).txt"
"F06","1979.0","472.0","415.0","M13 (2).txt"
"G06","2382.0","5479.0","8084.0","M13 (2).txt"
"H06","2317.0","4241.0","7787.0","M13 (2).txt"
